1	10.5533008589912	6.57842712480351		
2	18.0888347651221	13.2604076403006		
3	19.8994949363264	18.2959415457562		
4	22.9172618896832	27.6421356238579		
5	31.0866792643602	24.5511453600098	24.1243695188246	26.538582952162
6	32.5134556699987	31.4099022276719	29.9224654889483	29.8795722737995
7	30.7027958159535	29.349242424547	27.788581562032	32.1599018528405
8	31.4831258895073	29.1724657171523	30.5260191005636	38.8722131783713
9	29.8492424051664	33.8670093581665	35.5741157660895	32.2634556580984
10	33.7205628325031	30.349242481395	35.1776690589051	32.8670089660555
11	36.20799974146	26.0082522405431	32.3063490321481	29.1421354869026
12	32.3366792764341	24.5511453694373	33.9705626987117	27.2885821932234
13			30.5260190568604	27.715358888984
14			30.9831258869801	22.9904851984194
15			30.3795725007179	16.5585046842603
16			27.8618055116576	19.2227182233596

